A�o,Estado,Munucipio,Division,Region,Temporada,Mes,Tarifa,Descripci�n,Int. Horario,Monto,Unidad,Cargo fijo,Unidad,Distrubucion,Unidad,Capacidad,Unidad
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMOS,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3663,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3693,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3663,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3693,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,AGUASCALIENTES,TEPEZALA,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.119,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1205,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1209,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1209,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1209,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1429,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1572,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1585,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1538,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1538,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1251,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.0787,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9995,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0024,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0032,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0461,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0739,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0765,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0634,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,2.0074,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.9169,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2803,$/kWh,368.95,$/mes,102.05,$/kW,412.46,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2836,$/kWh,368.95,$/mes,102.05,$/kW,422.13,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2845,$/kWh,368.95,$/mes,102.05,$/kW,422.31,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3342,$/kWh,368.95,$/mes,102.05,$/kW,432.34,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3663,$/kWh,368.95,$/mes,102.05,$/kW,438.82,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3693,$/kWh,368.95,$/mes,102.05,$/kW,439.43,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.3535,$/kWh,368.95,$/mes,102.05,$/kW,435.41,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.2888,$/kWh,368.95,$/mes,102.05,$/kW,422.34,$/kW
2025,QUERETARO,SAN JUAN DEL RIO,BAJIO,CENTRAL,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1842,$/kWh,368.95,$/mes,102.05,$/kW,401.23,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.0833,$/kWh,726.37,$/mes,76.22,$/kW,431.76,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.0847,$/kWh,726.37,$/mes,76.22,$/kW,432.44,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.0851,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.0851,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.0851,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1062,$/kWh,726.37,$/mes,76.22,$/kW,442.9,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1199,$/kWh,726.37,$/mes,76.22,$/kW,449.54,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1212,$/kWh,726.37,$/mes,76.22,$/kW,450.17,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1168,$/kWh,726.37,$/mes,76.22,$/kW,446.05,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.1168,$/kWh,726.37,$/mes,76.22,$/kW,446.06,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.8920,$/kWh,726.37,$/mes,76.22,$/kW,432.66,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,BASE ,1.0447,$/kWh,726.37,$/mes,76.22,$/kW,411.03,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7317,$/kWh,726.37,$/mes,76.22,$/kW,431.76,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7317,$/kWh,726.37,$/mes,76.22,$/kW,432.44,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7348,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7348,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7348,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7714,$/kWh,726.37,$/mes,76.22,$/kW,442.9,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7951,$/kWh,726.37,$/mes,76.22,$/kW,449.54,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7973,$/kWh,726.37,$/mes,76.22,$/kW,450.17,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7867,$/kWh,726.37,$/mes,76.22,$/kW,446.05,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7867,$/kWh,726.37,$/mes,76.22,$/kW,446.06,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.7390,$/kWh,726.37,$/mes,76.22,$/kW,432.66,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,INTERMEDIA,1.6620,$/kWh,726.37,$/mes,76.22,$/kW,411.03,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,ENERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0291,$/kWh,726.37,$/mes,76.22,$/kW,431.76,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,FEBRERO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0320,$/kWh,726.37,$/mes,76.22,$/kW,432.44,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,MARZO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0328,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,ABRIL,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0328,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,MAYO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0328,$/kWh,726.37,$/mes,76.22,$/kW,432.62,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JUNIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0765,$/kWh,726.37,$/mes,76.22,$/kW,442.9,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,JULIO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1047,$/kWh,726.37,$/mes,76.22,$/kW,449.54,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,AGOSTO,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.1074,$/kWh,726.37,$/mes,76.22,$/kW,450.17,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,SEPTIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0940,$/kWh,726.37,$/mes,76.22,$/kW,446.05,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,VERANO,OCTUBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0940,$/kWh,726.37,$/mes,76.22,$/kW,446.06,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,NOVIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,2.0371,$/kWh,726.37,$/mes,76.22,$/kW,432.66,$/kW
2025,COAHUILA,TORREON,NORTE,NORTE,INVIERNO,DICIEMBRE,GDMTH,GRAN DEMANDA MEDIA TENSION HORARIA,PUNTA,1.9451,$/kWh,726.37,$/mes,76.22,$/kW,411.03,$/kW
